scheme,model,run_tag,l_bits,group_bits,user_bits,num_prompts,num_attack_variants_per_prompt,total_attack_results,random_seed,generated_utc,rewrite_ratio,rewrite_mode,num_results,group_accuracy,user_accuracy,full_identity_accuracy,lbit_accuracy,false_positive_rate,false_negative_rate,avg_invalid_symbols,avg_hamming_distance,avg_z_score
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.15,middle,300,0.5033333333333333,0.7284768211920529,0.36666666666666664,0.09,0.39666666666666667,0.23666666666666666,3.33,0.0,4.197250953485523
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.15,random,300,0.5466666666666666,0.7195121951219512,0.3933333333333333,0.09666666666666666,0.4,0.20666666666666667,3.15,0.0,4.2605679805939385
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.15,start,300,0.6266666666666667,0.7127659574468085,0.44666666666666666,0.15,0.38333333333333336,0.17,2.6466666666666665,0.0,4.495884592159794
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.2,end,300,0.47,0.8014184397163121,0.37666666666666665,0.10666666666666667,0.38333333333333336,0.24,3.3466666666666667,0.0,4.1685718782367465
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.2,middle,300,0.4666666666666667,0.7142857142857143,0.3333333333333333,0.08666666666666667,0.39666666666666667,0.27,3.473333333333333,0.0033333333333333335,4.133130185617329
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.2,random,300,0.52,0.7115384615384616,0.37,0.09333333333333334,0.41333333333333333,0.21666666666666667,3.2466666666666666,0.0033333333333333335,4.230782674429848
hi_dypa,gpt2,results,8,6.0,2.0,300,16,4800,1181888623,2025-12-22T21:50:03.503868Z,0.2,start,300,0.6066666666666667,0.6978021978021978,0.42333333333333334,0.13666666666666666,0.4033333333333333,0.17333333333333334,2.703333333333333,0.0,4.47214932240012
naive,gpt2,results,8,,,300,16,4800,1000478847,2025-12-20T19:16:09.213735Z,0.05,end,300,,,0.36,0.14666666666666667,0.5333333333333333,0.10666666666666667,3.1133333333333333,0.0,4.258579962598153
naive,gpt2,results,8,,,300,16,4800,1000478847,2025-12-20T19:16:09.213735Z,0.05,middle,300,,,0.31,0.10333333333333333,0.62,0.07,3.4133333333333336,0.0,4.166154433450789
naive,gpt2,results,8,,,300,16,4800,1000478847,2025-12-20T19:16:09.213735Z,0.05,random,300,,,0.28,0.10333333333333333,0.6466666666666666,0.07333333333333333,3.48,0.0,4.138416762735123
naive,gpt2,results,8,,,300,16,4800,1000478847,2025-12-20T19:16:09.213735Z,0.05,start,300,,,0.4033333333333333,0.14333333333333334,0.5366666666666666,0.06,2.6666666666666665,0.0,4.460831310479583
naive,gpt2,results,8,,,300,16,4800,1000478847,2025-12-20T19:16:09.213735Z,0.1,end,300,,,0.36,0.14666666666666667,0.5333333333333333,0.10666666666666667,3.1133333333333333,0.0,4.258579962598153
naive,gpt2,results,8,,,300,16,4800,1000478847,2025-12-20T19:16:09.213735Z,0.1,middle,300,,,0.31,0.10333333333333333,0.62,0.07,3.4133333333333336,0.0,4.166154433450789
naive,gpt2,results,8,,,300,16,4800,1000478847,2025-12-20T19:16:09.213735Z,0.1,random,300,,,0.30666666666666664,0.12333333333333334,0.6133333333333333,0.08,3.1666666666666665,0.0,4.249261329040521
